investor_id,avg_gap,max_gap,n,at_risk
INV002552,48.22222222222222,184.0,9,True
INV002554,49.666666666666664,100.0,6,True
INV002555,72.0,172.0,6,True
INV002557,67.16666666666667,264.0,6,True
INV002558,97.6,297.0,5,True
INV002560,95.2,155.0,5,True
INV002563,65.8,114.0,5,True
INV002567,82.0,127.0,5,True
INV002568,61.57142857142857,144.0,7,True
INV002570,62.0,150.0,6,True
INV002572,55.714285714285715,108.0,7,True
INV002574,79.4,139.0,5,True
INV002575,56.125,128.0,8,True
INV002579,40.8,71.0,5,True
INV002582,77.4,173.0,5,True
INV002585,65.0,124.0,5,True
INV002586,87.2,168.0,5,True
INV002590,50.22222222222222,125.0,9,True
INV002591,52.2,139.0,5,True
INV002594,94.0,244.0,5,True
INV002598,51.375,179.0,8,True
INV002602,66.0,151.0,7,True
INV002606,89.6,248.0,5,True
INV002613,65.0,143.0,7,True
INV002622,76.66666666666667,244.0,6,True
INV002627,85.0,182.0,5,True
INV002628,77.0,322.0,5,True
INV002632,65.57142857142857,180.0,7,True
INV002640,70.0,153.0,6,True
INV002643,74.2,229.0,5,True
INV002645,45.166666666666664,133.0,6,True
INV002654,61.857142857142854,115.0,7,True
INV002659,62.333333333333336,224.0,6,True
INV002666,53.166666666666664,100.0,6,True
INV002671,77.16666666666667,163.0,6,True
INV002673,65.0,147.0,7,True
INV002674,75.8,153.0,5,True
INV002675,63.857142857142854,138.0,7,True
INV002681,83.66666666666667,161.0,6,True
INV002684,80.6,266.0,5,True
INV002688,37.0,122.0,8,True
INV002689,50.0,115.0,7,True
INV002693,45.833333333333336,72.0,6,True
INV002697,55.333333333333336,199.0,6,True
INV002700,79.83333333333333,140.0,6,True
INV002704,59.142857142857146,139.0,7,True
INV002705,22.571428571428573,70.0,7,False
INV002706,73.6,133.0,5,True
INV002711,65.57142857142857,230.0,7,True
INV002712,46.8,174.0,10,True
INV002722,61.4,178.0,5,True
INV002723,37.75,102.0,8,True
INV002724,76.6,187.0,5,True
INV002726,45.57142857142857,84.0,7,True
INV002732,70.71428571428571,151.0,7,True
INV002733,51.57142857142857,150.0,7,True
INV002735,68.16666666666667,136.0,6,True
INV002736,70.6,323.0,5,True
INV002737,58.42857142857143,104.0,7,True
INV002743,88.2,190.0,5,True
INV002744,52.888888888888886,139.0,9,True
INV002746,68.0,206.0,7,True
INV002750,72.4,254.0,5,True
INV002751,41.5,102.0,6,True
INV002758,81.0,263.0,5,True
INV002761,80.6,312.0,5,True
INV002766,70.6,151.0,5,True
INV002767,55.333333333333336,145.0,6,True
INV002769,82.0,141.0,6,True
INV002772,74.5,168.0,6,True
INV002779,64.2,151.0,5,True
INV002783,64.0,126.0,6,True
INV002786,76.33333333333333,124.0,6,True
INV002793,59.333333333333336,125.0,6,True
INV002794,56.166666666666664,111.0,6,True
INV002799,70.8,129.0,5,True
INV002800,63.5,108.0,6,True
INV002803,64.83333333333333,176.0,6,True
INV002804,59.857142857142854,209.0,7,True
INV002808,59.666666666666664,120.0,6,True
INV002809,81.4,276.0,5,True
INV002810,32.285714285714285,139.0,7,False
INV002813,49.0,149.0,6,True
INV002822,53.0,108.0,6,True
INV002824,71.83333333333333,223.0,6,True
INV002826,61.6,91.0,5,True
INV002827,73.6,200.0,5,True
INV002828,80.0,211.0,5,True
INV002831,40.2,72.0,5,True
INV002835,82.33333333333333,233.0,6,True
INV002838,56.714285714285715,116.0,7,True
INV002841,43.4,102.0,5,True
INV002843,43.142857142857146,128.0,7,True
INV002847,52.666666666666664,129.0,9,True
INV002850,53.166666666666664,166.0,6,True
INV002852,75.8,207.0,5,True
INV002859,76.5,198.0,6,True
INV002863,74.4,199.0,5,True
INV002865,37.2,50.0,5,True
INV002870,48.2,109.0,5,True
INV002872,85.6,199.0,5,True
INV002873,98.2,235.0,5,True
INV002879,72.16666666666667,125.0,6,True
INV002881,43.6,110.0,5,True
INV002883,96.0,176.0,5,True
INV002886,44.333333333333336,137.0,6,True
INV002891,72.71428571428571,166.0,7,True
INV002893,50.0,148.0,8,True
INV002900,64.2,136.0,5,True
INV002903,89.6,176.0,5,True
INV002904,49.333333333333336,104.0,6,True
INV002905,73.0,221.0,5,True
INV002906,41.2,74.0,5,True
INV002909,82.33333333333333,263.0,6,True
INV002912,97.0,342.0,5,True
INV002913,73.66666666666667,168.0,6,True
INV002915,49.285714285714285,117.0,7,True
INV002921,53.333333333333336,121.0,6,True
INV002927,40.285714285714285,79.0,7,True
INV002935,48.0,72.0,6,True
INV002937,67.16666666666667,184.0,6,True
INV002939,60.5,127.0,6,True
INV002942,55.5,180.0,8,True
INV002945,65.0,139.0,7,True
INV002947,64.16666666666667,152.0,6,True
INV002950,45.857142857142854,119.0,7,True
INV002951,51.833333333333336,82.0,6,True
INV002961,84.66666666666667,231.0,6,True
INV002974,51.333333333333336,105.0,6,True
INV002984,91.0,200.0,5,True
INV002989,86.6,182.0,5,True
INV002994,58.166666666666664,142.0,6,True
INV003000,67.0,137.0,6,True
INV003003,58.25,100.0,8,True
INV003005,53.142857142857146,107.0,7,True
INV003007,48.25,162.0,8,True
INV003009,38.125,84.0,8,True
INV003011,64.16666666666667,154.0,6,True
INV003014,82.4,144.0,5,True
INV003015,54.666666666666664,91.0,6,True
INV003018,49.2,156.0,5,True
INV003022,69.6,123.0,5,True
INV003024,44.2,122.0,5,True
INV003025,35.285714285714285,65.0,7,True
INV003028,91.4,183.0,5,True
INV003034,73.4,118.0,5,True
INV003036,57.714285714285715,138.0,7,True
INV003037,79.5,300.0,6,True
INV003040,74.0,194.0,5,True
INV003043,73.83333333333333,131.0,6,True
INV003044,71.16666666666667,237.0,6,True
INV003045,36.2,71.0,5,True
INV003047,70.14285714285714,215.0,7,True
INV003054,78.66666666666667,209.0,6,True
INV003060,79.0,135.0,6,True
INV003063,57.833333333333336,112.0,6,True
INV003070,54.5,132.0,8,True
INV003074,74.8,123.0,5,True
INV003075,57.42857142857143,128.0,7,True
INV003078,69.16666666666667,126.0,6,True
INV003082,46.42857142857143,142.0,7,True
INV003083,66.4,169.0,5,True
INV003089,65.0,107.0,5,True
INV003091,50.875,199.0,8,True
INV003095,86.6,175.0,5,True
INV003097,62.714285714285715,121.0,7,True
INV003105,65.5,140.0,6,True
INV003112,91.6,173.0,5,True
INV003113,66.85714285714286,159.0,7,True
INV003115,48.0,125.0,5,True
INV003117,66.57142857142857,115.0,7,True
INV003134,76.83333333333333,172.0,6,True
INV003139,55.166666666666664,133.0,6,True
INV003140,57.0,125.0,7,True
INV003141,67.5,225.0,6,True
INV003144,82.5,243.0,6,True
INV003146,59.5,283.0,8,True
INV003151,81.0,146.0,5,True
INV003153,40.666666666666664,156.0,6,True
INV003158,55.625,138.0,8,True
INV003161,77.4,118.0,5,True
INV003169,62.6,178.0,5,True
INV003178,56.4,84.0,5,True
INV003179,56.25,151.0,8,True
INV003185,65.2,116.0,5,True
INV003187,58.25,244.0,8,True
INV003189,55.125,198.0,8,True
INV003191,76.8,138.0,5,True
INV003193,96.6,294.0,5,True
INV003196,80.33333333333333,319.0,6,True
INV003205,67.66666666666667,111.0,6,True
INV003210,72.2,112.0,5,True
INV003211,69.0,104.0,6,True
INV003214,59.8,170.0,5,True
INV003215,60.833333333333336,105.0,6,True
INV003219,57.2,86.0,5,True
INV003221,61.166666666666664,99.0,6,True
INV003222,81.5,190.0,6,True
INV003223,67.71428571428571,331.0,7,True
INV003228,70.16666666666667,256.0,6,True
INV003230,67.5,251.0,6,True
INV003231,83.0,253.0,6,True
INV003234,96.6,188.0,5,True
INV003236,51.125,115.0,8,True
INV003242,61.0,159.0,6,True
INV003247,84.6,206.0,5,True
INV003252,67.6,192.0,5,True
INV003256,51.0,90.0,6,True
INV003257,61.8,139.0,5,True
INV003260,89.4,247.0,5,True
INV003262,85.2,162.0,5,True
INV003267,74.4,197.0,5,True
INV003271,61.166666666666664,157.0,6,True
INV003273,60.142857142857146,134.0,7,True
INV003277,53.714285714285715,192.0,7,True
INV003279,63.375,147.0,8,True
INV003289,64.83333333333333,183.0,6,True
INV003300,64.8,219.0,5,True
INV003301,59.375,113.0,8,True
INV003304,44.22222222222222,180.0,9,True
INV003308,56.75,141.0,8,True
INV003310,80.8,154.0,5,True
INV003311,48.0,149.0,8,True
INV003314,73.5,210.0,6,True
INV003317,44.142857142857146,71.0,7,True
INV003320,45.285714285714285,192.0,7,True
INV003325,101.0,155.0,5,True
INV003329,89.0,230.0,5,True
INV003336,72.33333333333333,133.0,6,True
INV003338,37.5,155.0,8,True
INV003344,86.6,190.0,5,True
INV003350,92.4,191.0,5,True
INV003351,54.0,86.0,5,True
INV003352,68.14285714285714,279.0,7,True
INV003357,62.4,100.0,5,True
INV003360,59.42857142857143,163.0,7,True
INV003370,63.333333333333336,206.0,6,True
INV003372,59.4,118.0,5,True
INV003374,56.5,128.0,6,True
INV003375,52.714285714285715,158.0,7,True
INV003376,85.8,199.0,5,True
INV003379,75.16666666666667,268.0,6,True
INV003380,72.4,155.0,5,True
INV003382,34.2,85.0,5,False
INV003391,56.6,193.0,5,True
INV003393,63.714285714285715,178.0,7,True
INV003395,79.0,192.0,5,True
INV003398,55.42857142857143,140.0,7,True
INV003403,56.6,116.0,5,True
INV003404,50.285714285714285,198.0,7,True
INV003405,41.0,186.0,7,True
INV003406,59.0,251.0,7,True
INV003407,57.42857142857143,146.0,7,True
INV003422,84.66666666666667,167.0,6,True
INV003424,73.16666666666667,124.0,6,True
INV003427,84.2,266.0,5,True
INV003430,73.4,104.0,5,True
INV003431,51.4,152.0,5,True
INV003432,61.333333333333336,97.0,6,True
INV003435,73.83333333333333,140.0,6,True
INV003437,91.2,226.0,5,True
INV003448,74.5,200.0,6,True
INV003450,47.666666666666664,158.0,9,True
INV003455,35.5,76.0,6,True
INV003457,60.5,117.0,6,True
INV003458,67.85714285714286,206.0,7,True
INV003459,59.4,113.0,5,True
INV003473,95.8,213.0,5,True
INV003475,56.0,155.0,8,True
INV003478,56.625,195.0,8,True
INV003479,65.71428571428571,164.0,7,True
INV003480,82.4,211.0,5,True
INV003484,73.8,333.0,5,True
INV003487,70.6,155.0,5,True
INV003491,59.125,119.0,8,True
INV003492,90.8,162.0,5,True
INV003495,49.22222222222222,121.0,9,True
INV003506,67.0,132.0,6,True
INV003509,60.875,149.0,8,True
INV003511,65.57142857142857,183.0,7,True
INV003514,74.2,172.0,5,True
INV003518,67.8,157.0,5,True
INV003521,89.0,183.0,5,True
INV003524,64.16666666666667,203.0,6,True
INV003526,88.2,224.0,5,True
INV003528,58.625,186.0,8,True
INV003530,51.0,101.0,5,True
INV003531,76.4,185.0,5,True
INV003534,52.714285714285715,160.0,7,True
INV003545,90.0,210.0,5,True
INV003556,77.6,129.0,5,True
INV003557,66.4,156.0,5,True
INV003558,39.166666666666664,66.0,6,True
INV003559,48.333333333333336,118.0,9,True
INV003562,80.5,165.0,6,True
INV003564,71.0,292.0,7,True
INV003580,72.16666666666667,227.0,6,True
INV003581,51.285714285714285,95.0,7,True
INV003582,49.333333333333336,167.0,6,True
INV003586,54.285714285714285,113.0,7,True
INV003592,75.6,202.0,5,True
INV003593,78.2,166.0,5,True
INV003598,68.0,114.0,7,True
INV003599,50.0,100.0,5,True
INV003601,45.25,118.0,8,True
INV003604,90.2,188.0,5,True
INV003607,70.4,253.0,5,True
INV003611,68.83333333333333,228.0,6,True
INV003613,67.42857142857143,283.0,7,True
INV003619,72.0,113.0,5,True
INV003625,62.4,168.0,5,True
INV003627,59.166666666666664,152.0,6,True
INV003630,52.0,96.0,6,True
INV003633,78.8,119.0,5,True
INV003634,47.8,83.0,5,True
INV003635,47.111111111111114,95.0,9,True
INV003641,67.0,219.0,7,True
INV003642,53.166666666666664,217.0,6,True
INV003645,95.2,257.0,5,True
INV003649,96.8,195.0,5,True
INV003650,33.9,86.0,10,False
INV003654,60.5,124.0,6,True
INV003655,49.77777777777778,198.0,9,True
INV003658,70.71428571428571,143.0,7,True
INV003660,79.0,164.0,5,True
INV003669,53.5,98.0,6,True
INV003670,70.85714285714286,160.0,7,True
INV003672,77.2,180.0,5,True
INV003673,68.85714285714286,160.0,7,True
INV003678,32.8,45.0,5,False
INV003681,51.0,101.0,8,True
INV003683,92.4,165.0,5,True
INV003684,98.2,229.0,5,True
INV003685,80.2,132.0,5,True
INV003686,96.6,328.0,5,True
INV003693,71.33333333333333,234.0,6,True
INV003695,51.666666666666664,157.0,6,True
INV003696,75.8,190.0,5,True
INV003697,76.66666666666667,163.0,6,True
INV003702,72.66666666666667,118.0,6,True
INV003705,78.8,152.0,5,True
INV003707,68.6,152.0,5,True
INV003708,60.5,104.0,6,True
INV003709,80.2,181.0,5,True
INV003710,78.6,118.0,5,True
INV003711,72.2,145.0,5,True
INV003712,79.6,163.0,5,True
INV003713,81.5,161.0,6,True
INV003718,91.4,284.0,5,True
INV003720,74.6,116.0,5,True
INV003722,50.666666666666664,135.0,6,True
INV003723,61.8,124.0,5,True
INV003724,68.0,169.0,6,True
INV003733,88.8,174.0,5,True
INV003734,59.0,290.0,7,True
INV003735,45.857142857142854,104.0,7,True
INV003736,77.16666666666667,120.0,6,True
INV003738,50.6,117.0,5,True
INV003740,51.833333333333336,172.0,6,True
INV003741,67.66666666666667,159.0,6,True
INV003744,86.8,187.0,5,True
INV003745,70.2,183.0,5,True
INV003748,56.142857142857146,182.0,7,True
INV003757,81.83333333333333,156.0,6,True
INV003761,51.857142857142854,150.0,7,True
INV003766,65.28571428571429,192.0,7,True
INV003767,47.5,125.0,8,True
INV003771,50.77777777777778,130.0,9,True
INV003772,34.5,72.0,8,False
INV003775,74.0,151.0,5,True
INV003779,76.4,160.0,5,True
INV003780,57.42857142857143,135.0,7,True
INV003781,64.83333333333333,199.0,6,True
INV003785,74.2,160.0,5,True
INV003787,63.25,178.0,8,True
INV003793,72.33333333333333,203.0,6,True
INV003795,67.66666666666667,122.0,6,True
INV003811,78.66666666666667,141.0,6,True
INV003812,50.833333333333336,174.0,6,True
INV003813,82.2,122.0,5,True
INV003815,72.5,217.0,6,True
INV003824,71.5,196.0,6,True
INV003825,81.2,99.0,5,True
INV003828,30.666666666666668,109.0,6,False
INV003829,48.55555555555556,159.0,9,True
INV003830,71.4,115.0,5,True
INV003844,68.5,197.0,6,True
INV003847,50.0,66.0,7,True
INV003849,77.2,146.0,5,True
INV003851,57.833333333333336,121.0,6,True
INV003860,46.0,72.0,5,True
INV003862,60.166666666666664,184.0,6,True
INV003865,85.16666666666667,235.0,6,True
INV003868,87.6,264.0,5,True
INV003872,45.375,85.0,8,True
INV003876,77.6,160.0,5,True
INV003880,68.57142857142857,193.0,7,True
INV003885,71.6,281.0,5,True
INV003892,55.22222222222222,114.0,9,True
INV003896,82.0,255.0,5,True
INV003897,71.6,144.0,5,True
INV003903,50.285714285714285,130.0,7,True
INV003905,62.5,103.0,6,True
INV003906,55.111111111111114,115.0,9,True
INV003912,68.6,195.0,5,True
INV003913,61.42857142857143,136.0,7,True
INV003916,67.2,114.0,5,True
INV003920,66.85714285714286,132.0,7,True
INV003936,89.6,227.0,5,True
INV003938,52.5,110.0,6,True
INV003940,70.66666666666667,151.0,6,True
INV003943,42.5,88.0,8,True
INV003945,56.333333333333336,175.0,6,True
INV003946,69.16666666666667,147.0,6,True
INV003948,43.666666666666664,101.0,6,True
INV003952,54.666666666666664,95.0,6,True
INV003958,85.6,133.0,5,True
INV003962,68.71428571428571,302.0,7,True
INV003964,51.22222222222222,130.0,9,True
INV003968,92.4,209.0,5,True
INV003972,84.2,224.0,5,True
INV003975,50.142857142857146,125.0,7,True
INV003978,68.14285714285714,209.0,7,True
INV003979,56.0,123.0,7,True
INV003981,67.66666666666667,237.0,6,True
INV003985,93.0,191.0,5,True
INV003996,95.2,244.0,5,True
INV004001,40.285714285714285,123.0,7,True
INV004004,40.77777777777778,88.0,9,True
INV004005,73.66666666666667,314.0,6,True
INV004007,38.833333333333336,102.0,6,True
INV004009,62.285714285714285,87.0,7,True
INV004014,61.875,182.0,8,True
INV004015,88.0,190.0,5,True
INV004017,40.5,85.0,6,True
INV004023,52.0,93.0,9,True
INV004037,74.6,137.0,5,True
INV004038,71.66666666666667,207.0,6,True
INV004049,48.2,83.0,5,True
INV004063,56.57142857142857,167.0,7,True
INV004066,75.16666666666667,319.0,6,True
INV004069,74.0,196.0,5,True
INV004070,67.66666666666667,170.0,6,True
INV004079,71.33333333333333,164.0,6,True
INV004085,68.33333333333333,260.0,6,True
INV004091,73.6,240.0,5,True
INV004094,55.8,167.0,5,True
INV004098,58.2,87.0,5,True
INV004099,58.8,174.0,5,True
INV004106,55.8,151.0,5,True
INV004112,55.2,112.0,5,True
INV004116,54.888888888888886,117.0,9,True
INV004118,64.6,161.0,5,True
INV004119,73.2,237.0,5,True
INV004123,85.0,138.0,5,True
INV004124,63.8,193.0,5,True
INV004125,61.625,142.0,8,True
INV004127,87.6,190.0,5,True
INV004128,67.2,156.0,5,True
INV004134,35.4,54.0,5,True
INV004135,50.111111111111114,164.0,9,True
INV004143,97.0,280.0,5,True
INV004145,66.2,144.0,5,True
INV004146,88.2,253.0,5,True
INV004147,72.2,136.0,5,True
INV004149,50.2,130.0,5,True
INV004151,63.142857142857146,197.0,7,True
INV004153,60.0,125.0,7,True
INV004154,46.72727272727273,90.0,11,True
INV004172,63.0,196.0,7,True
INV004174,86.6,195.0,5,True
INV004175,67.85714285714286,133.0,7,True
INV004177,45.42857142857143,117.0,7,True
INV004179,71.2,129.0,5,True
INV004181,93.4,245.0,5,True
INV004191,77.16666666666667,310.0,6,True
INV004196,78.33333333333333,219.0,6,True
INV004199,58.2,138.0,5,True
INV004202,47.625,114.0,8,True
INV004203,66.57142857142857,113.0,7,True
INV004208,73.4,156.0,5,True
INV004212,69.33333333333333,169.0,6,True
INV004216,82.0,195.0,6,True
INV004228,72.33333333333333,112.0,6,True
INV004232,71.4,232.0,5,True
INV004239,61.142857142857146,130.0,7,True
INV004241,53.666666666666664,117.0,9,True
INV004243,55.714285714285715,131.0,7,True
INV004246,34.166666666666664,64.0,6,False
INV004247,87.2,274.0,5,True
INV004248,42.666666666666664,93.0,6,True
INV004258,49.666666666666664,105.0,6,True
INV004266,61.833333333333336,101.0,6,True
INV004267,53.333333333333336,109.0,6,True
INV004270,69.66666666666667,204.0,6,True
INV004271,79.8,157.0,5,True
INV004279,50.285714285714285,116.0,7,True
INV004281,41.714285714285715,93.0,7,True
INV004282,52.857142857142854,105.0,7,True
INV004285,76.16666666666667,169.0,6,True
INV004288,72.83333333333333,223.0,6,True
INV004289,45.9,201.0,10,True
INV004293,81.8,142.0,5,True
INV004295,44.75,119.0,8,True
INV004296,102.2,304.0,5,True
INV004297,41.875,82.0,8,True
INV004299,64.14285714285714,175.0,7,True
INV004306,57.0,118.0,6,True
INV004308,84.66666666666667,244.0,6,True
INV004314,83.0,195.0,5,True
INV004319,60.5,275.0,8,True
INV004321,42.0,84.0,8,True
INV004324,77.66666666666667,173.0,6,True
INV004326,40.111111111111114,78.0,9,True
INV004332,64.71428571428571,149.0,7,True
INV004335,64.42857142857143,104.0,7,True
INV004338,48.888888888888886,209.0,9,True
INV004340,67.8,252.0,5,True
INV004343,63.0,190.0,5,True
INV004348,52.2,120.0,5,True
INV004349,72.5,159.0,6,True
INV004356,30.8,81.0,5,False
INV004357,72.42857142857143,305.0,7,True
INV004358,45.857142857142854,87.0,7,True
INV004361,61.57142857142857,124.0,7,True
INV004364,80.6,173.0,5,True
INV004367,81.6,194.0,5,True
INV004372,59.2,155.0,5,True
INV004391,57.0,96.0,5,True
INV004392,90.4,200.0,5,True
INV004400,46.57142857142857,104.0,7,True
INV004401,69.85714285714286,216.0,7,True
INV004403,73.6,150.0,5,True
INV004410,40.9,138.0,10,True
INV004411,61.0,111.0,5,True
INV004412,82.33333333333333,173.0,6,True
INV004413,69.0,142.0,7,True
INV004414,53.857142857142854,176.0,7,True
INV004421,90.8,221.0,5,True
INV004427,50.8,125.0,10,True
INV004434,84.6,156.0,5,True
INV004446,65.8,170.0,5,True
INV004447,49.833333333333336,129.0,6,True
INV004450,61.6,153.0,5,True
INV004451,84.0,137.0,5,True
INV004452,81.0,180.0,6,True
INV004454,98.4,311.0,5,True
INV004455,50.0,105.0,5,True
INV004457,81.4,188.0,5,True
INV004459,53.833333333333336,141.0,6,True
INV004460,42.5,93.0,8,True
INV004463,94.8,211.0,5,True
INV004464,62.5,142.0,6,True
INV004468,76.83333333333333,154.0,6,True
INV004472,50.666666666666664,156.0,6,True
INV004473,73.33333333333333,152.0,6,True
INV004475,67.83333333333333,87.0,6,True
INV004477,58.714285714285715,180.0,7,True
INV004484,61.6,182.0,5,True
INV004502,74.5,165.0,6,True
INV004504,55.142857142857146,247.0,7,True
INV004511,37.2,89.0,5,True
INV004517,86.6,185.0,5,True
INV004521,54.5,76.0,6,True
INV004523,87.2,127.0,5,True
INV004528,54.0,149.0,6,True
INV004531,60.0,159.0,7,True
INV004533,55.0,118.0,6,True
INV004542,34.0,59.0,6,False
INV004547,67.5,165.0,6,True
INV004555,53.142857142857146,151.0,7,True
INV004560,48.375,107.0,8,True
INV004562,83.8,158.0,5,True
INV004563,64.83333333333333,211.0,6,True
INV004574,54.57142857142857,116.0,7,True
INV004576,63.0,132.0,5,True
INV004579,43.857142857142854,77.0,7,True
INV004581,72.14285714285714,234.0,7,True
INV004589,71.4,225.0,5,True
INV004594,59.142857142857146,122.0,7,True
INV004598,84.2,195.0,5,True
INV004602,59.625,242.0,8,True
INV004607,56.0,214.0,7,True
INV004608,55.0,96.0,7,True
INV004611,51.166666666666664,217.0,6,True
INV004614,79.6,117.0,5,True
INV004617,39.25,83.0,8,True
INV004621,54.25,203.0,8,True
INV004625,96.4,246.0,5,True
INV004629,64.57142857142857,175.0,7,True
INV004630,50.625,95.0,8,True
INV004631,64.71428571428571,109.0,7,True
INV004633,78.16666666666667,189.0,6,True
INV004635,58.666666666666664,142.0,6,True
INV004636,75.6,160.0,5,True
INV004638,54.333333333333336,110.0,6,True
INV004640,68.33333333333333,202.0,6,True
INV004641,67.8,105.0,5,True
INV004642,54.8,232.0,5,True
INV004643,50.6,101.0,5,True
INV004646,64.5,158.0,6,True
INV004647,70.66666666666667,138.0,6,True
INV004650,80.8,143.0,5,True
INV004661,69.71428571428571,181.0,7,True
INV004665,83.4,137.0,5,True
INV004672,72.0,127.0,6,True
INV004680,47.166666666666664,155.0,6,True
INV004682,42.25,105.0,8,True
INV004688,77.6,181.0,5,True
INV004692,83.6,190.0,5,True
INV004701,20.0,82.0,6,False
INV004704,93.8,141.0,5,True
INV004712,48.57142857142857,84.0,7,True
INV004715,56.833333333333336,169.0,6,True
INV004716,74.0,197.0,6,True
INV004737,54.55555555555556,120.0,9,True
INV004738,93.2,148.0,5,True
INV004741,72.33333333333333,157.0,6,True
INV004753,61.4,87.0,5,True
INV004755,61.166666666666664,181.0,6,True
INV004761,71.4,139.0,5,True
INV004763,83.5,184.0,6,True
INV004764,83.0,144.0,5,True
INV004770,72.85714285714286,146.0,7,True
INV004776,57.375,145.0,8,True
INV004780,69.5,154.0,6,True
INV004785,66.16666666666667,248.0,6,True
INV004787,72.33333333333333,140.0,6,True
INV004798,53.666666666666664,106.0,6,True
INV004804,79.2,137.0,5,True
INV004805,44.666666666666664,92.0,6,True
INV004807,36.857142857142854,86.0,7,True
INV004813,62.0,253.0,5,True
INV004819,62.0,120.0,6,True
INV004825,70.0,141.0,6,True
INV004833,65.4,171.0,5,True
INV004834,38.625,106.0,8,True
INV004840,41.0,103.0,6,True
INV004843,50.857142857142854,153.0,7,True
INV004844,66.66666666666667,118.0,6,True
INV004845,81.8,197.0,5,True
INV004847,73.5,281.0,6,True
INV004848,54.125,166.0,8,True
INV004860,78.4,189.0,5,True
INV004863,68.0,220.0,6,True
INV004864,43.285714285714285,114.0,7,True
INV004865,76.33333333333333,143.0,6,True
INV004868,56.0,226.0,7,True
INV004871,69.14285714285714,170.0,7,True
INV004877,80.5,276.0,6,True
INV004889,70.66666666666667,159.0,6,True
INV004891,55.857142857142854,128.0,7,True
INV004896,79.4,252.0,5,True
INV004901,54.6,96.0,5,True
INV004911,63.666666666666664,97.0,6,True
INV004913,87.0,156.0,5,True
INV004916,75.5,162.0,6,True
INV004917,51.0,77.0,6,True
INV004924,59.75,116.0,8,True
INV004925,70.83333333333333,105.0,6,True
INV004926,66.28571428571429,133.0,7,True
INV004927,34.166666666666664,63.0,6,False
INV004947,45.0,75.0,5,True
INV004953,67.16666666666667,138.0,6,True
INV004956,59.142857142857146,155.0,7,True
INV004958,73.16666666666667,135.0,6,True
INV004959,68.6,193.0,5,True
INV004967,63.2,112.0,5,True
INV004973,55.0,99.0,8,True
INV004974,52.42857142857143,102.0,7,True
INV004978,63.833333333333336,157.0,6,True
INV004981,49.142857142857146,115.0,7,True
INV004983,57.666666666666664,128.0,6,True
INV004984,75.33333333333333,177.0,6,True
INV004986,81.33333333333333,185.0,6,True
INV004992,81.5,176.0,6,True
INV004996,46.333333333333336,104.0,9,True
INV004997,71.0,248.0,6,True
